system:index,aspct_16_10_B0,aspct_32_10_B0,aspct_4_10_B0,ca_10000_1_B0,ca_10_1_B0,ci_16_100_B0,ci_32_100_B0,ci_4_100_B0,crosc_16_1M_B0,crosc_32_1M_B0,crosc_4_1M_B0,dah_10k_B0,devmeanelev_16_1k_B0,devmeanelev_32_1k_B0,devmeanelev_4_1k_B0,dfa_10_B0,diffmeanelev_16_100_B0,diffmeanelev_32_100_B0,diffmeanelev_4_100_B0,diffopen_256_100k_B0,diffopen_2_100k_B0,diffopen_32_100k_B0,dis_100_B0,fel_1_B0,gmrph_ms_300_1_B0,gmrph_ms_30_1_B0,gmrph_r_3000_1_B0,gmrph_r_300_1_B0,gmrph_r_30_1_B0,hs_st_100_B0,latitude,longc_16_1M_B0,longc_32_1M_B0,longc_4_1M_B0,longitude,maxc_16_1M_B0,maxc_32_1M_B0,maxc_4_1M_B0,mbi_0p001_10k_B0,mbi_0p01_10k_B0,mbi_0p1_100k_B0,mca_10000_1_B0,mca_10_1_B0,minc_16_1M_B0,minc_32_1M_B0,minc_4_1M_B0,minelev_16_1_B0,minelev_32_1_B0,minelev_4_1_B0,morpfeat_16_1_B0,morpfeat_32_1_B0,morpfeat_4_1_B0,msp_10k_B0,nh_10k_B0,no_256_10k_B0,no_2_10k_B0,no_32_10k_B0,perctelev_16_100_B0,perctelev_32_100_B0,perctelev_4_100_B0,pisrdif_2023-01-22_10k_B0,pisrdif_2023-02-22_10k_B0,pisrdif_2023-03-22_10k_B0,pisrdif_2023-04-22_10k_B0,pisrdif_2023-05-22_10k_B0,pisrdif_2023-06-22_10k_B0,pisrdif_2023-12-22_10k_B0,pisrdir_2023-01-22_1k_B0,pisrdir_2023-02-22_1k_B0,pisrdir_2023-03-22_1k_B0,pisrdir_2023-04-22_1k_B0,pisrdir_2023-05-22_1k_B0,pisrdir_2023-06-22_1k_B0,pisrdir_2023-12-22_1k_B0,planc_16_100k_B0,planc_32_100k_B0,planc_4_100k_B0,po_256_10k_B0,po_2_10k_B0,po_32_10k_B0,profc_16_1M_B0,profc_32_1M_B0,profc_4_1M_B0,relelev_16_10_B0,relelev_32_10_B0,relelev_4_10_B0,relmeanelev_16_100_B0,relmeanelev_32_100_B0,relmeanelev_4_100_B0,sl_16_100_B0,sl_32_100_B0,sl_4_100_B0,slh_10_B0,spi_10_B0,stddevelev_16_100_B0,stddevelev_32_100_B0,stddevelev_4_100_B0,stdh_10_B0,swi_10000_1k_B0,swi_10_1k_B0,tpi_32_1k_B0,tpi_4_1k_B0,tri_16_100_B0,tri_32_100_B0,tri_4_100_B0,tsc_16_100_B0,tsc_32_100_B0,tsc_4_100_B0,twi_1k_B0,vlyd_10_B0,vrm_16_100k_B0,vrm_32_100k_B0,vrm_4_100k_B0,.geo
8548,617,3088,710,896.7681274414062,896.7681274414062,1038,655,-3381,24,4,-335,-624,-238,182,-594,541,-48,41,-73,-1512,-38,-2109,,50,8,8,8,8,7,4424,57.09062011131584,90,29,-1708,-158.2402483831716,117,33,-326,5382,1042,1155,3191.95654296875,142391.875,-2,0,-1717,48,45,49,4,1,3,6707,1646,15468,15709,15643,5411,6276,3579,2662,6522,9518,10794,12249,13775,2188,224,818,2270,4273,5634,6138,87,-438,-89,905,15317,15706,15432,90,29,-1704,27,54,8,-48,41,-73,32,26,212,13,566,202,227,122,66,8528,12326,151,-550,208,230,143,4025,4384,3811,9566,67,455,477,225,"{""type"":""Point"",""coordinates"":[-158.2402483831716,57.09062011131584]}"
8549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.45143793985068,,,,-168.8020038742097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-168.8020038742097,59.45143793985068]}"
8550,2700,2700,2700,100.0,100.0,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,11,0,1,1,1,1,1,4500,66.28112131782758,0,0,0,-161.42975185948376,0,0,0,0,0,0,1200638.5,7419351.0,0,0,0,0,0,0,1,1,1,9404,297,15707,15707,15707,0,0,0,997,3554,8359,10354,14384,15520,74,3,271,1344,3366,4960,5691,0,0,0,0,15707,15707,15707,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,20349,22170,3,0,0,0,0,0,0,0,11512,1310,0,0,0,"{""type"":""Point"",""coordinates"":[-161.42975185948376,66.28112131782758]}"
8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.56458299260432,,,,-162.77408543841338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-162.77408543841338,58.56458299260432]}"
8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.67313721409073,,,,-168.5673406890572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-168.5673406890572,63.67313721409073]}"
8553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.2092623810518,,,,-137.1074306849534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-137.1074306849534,70.2092623810518]}"
8554,575,3420,630,110.38359832763672,110.38359832763672,-210,746,322,9,15,166,-69,953,1305,579,111,70,107,27,1725,1710,1420,,193,1,1,1,2,1,4497,69.22404583827812,34,2,655,-150.51628930601515,38,18,676,7478,2274,2858,5590.2255859375,118184.03125,5,0,145,191,190,191,1,1,5,3408,3295,15547,15622,15601,8024,8837,6667,231,2546,7746,10422,14587,16892,0,0,143,1052,3058,4796,5614,0,-163,-691,-1064,15719,15793,15743,34,2,655,23,31,19,70,107,27,33,12,89,13,8,73,82,46,637,11230,14281,418,418,102,135,54,5267,5180,6518,9548,27,22,19,20,"{""type"":""Point"",""coordinates"":[-150.51628930601515,69.22404583827812]}"
8555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.62319002286915,,,,-131.45061756438068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-131.45061756438068,68.62319002286915]}"
8556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.482568640309104,,,,-139.3502371593025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-139.3502371593025,58.482568640309104]}"
8557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.83687116348906,,,,-149.36318226993427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-149.36318226993427,71.83687116348906]}"
8558,2318,2755,2274,735.55322265625,735.55322265625,-3628,-2407,573,-648,-628,1550,3932,-325,-621,237,594,-755,-1888,251,117,16628,15724,,756,5,6,6,7,6,5822,63.907726693957095,-1763,55,7,-148.8125529281436,-258,140,1843,9893,7469,21842,735.55322265625,735.55322265625,-2153,-713,-284,717,695,735,3,3,3,2373,3813,14276,14876,14365,4253,2742,5807,1473,4103,7888,9319,12432,13523,675,0,882,2635,4865,6188,6675,0,317,562,-380,14288,16539,15937,-1659,54,7,383,601,207,-755,-1888,251,1153,637,2219,140,3247,2318,3037,1062,3497,5113,5113,2445,2470,2437,3576,1091,4321,4763,5512,7416,228,3425,3302,739,"{""type"":""Point"",""coordinates"":[-148.8125529281436,63.907726693957095]}"
8559,2700,2700,2700,100.0,100.0,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,11314,0,10,8,9,1,1,4500,55.84480320547131,0,0,0,-131.65262908184914,0,0,0,0,0,0,726469.3125,872351.8125,0,0,0,0,0,0,1,1,1,9758,120,15707,15707,15707,0,0,0,2916,6894,9700,10919,12008,13556,2385,0,1010,2559,4544,5856,6314,0,0,0,0,15707,15707,15707,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,19846,20029,0,0,0,0,0,0,6,0,11512,7725,0,0,0,"{""type"":""Point"",""coordinates"":[-131.65262908184914,55.84480320547131]}"
8560,1058,1053,1111,4494.73486328125,4494.73486328125,98,48,33,-6,19,11,-244,0,-66,-3,2954,0,-86,0,-233,166,98,,181,6,6,6,6,6,4787,67.36947828575117,-9,-37,-68,-161.32964893517035,12,25,31,2018,247,252,4494.73486328125,4494.73486328125,-28,-43,-88,169,156,178,1,1,3,1066,4466,15604,15699,15623,5026,4915,4938,719,3128,8076,10121,14316,15774,0,1,256,1328,3392,5024,5774,0,9,-27,-17,15581,15716,15633,-9,-36,-67,124,253,33,0,-86,0,380,393,380,183,2971,634,1302,171,811,8821,8821,-59,54,634,1305,171,4084,4583,3925,11127,227,10,40,0,"{""type"":""Point"",""coordinates"":[-161.32964893517035,67.36947828575117]}"
8561,2560,2596,2234,221.47215270996094,221.47215270996094,-59,946,758,-230,5,780,366,75,190,-206,138,18,105,-19,-654,-1107,-955,,247,6,6,5,5,6,4535,62.138396092626174,210,134,-960,-149.89462515221882,221,137,806,-5809,-1210,-1357,373.24755859375,33567.0625,-241,3,-987,240,225,245,3,1,5,2551,3724,15501,15763,15663,5111,4675,5916,1908,5001,8801,10344,13240,14549,1157,80,575,1945,4015,5471,6087,10,1206,-23,-3028,15435,15652,15567,210,134,-959,62,213,11,18,105,-19,109,142,147,24,83,248,555,94,919,6899,11398,-150,-173,249,564,96,5091,5032,5559,8684,41,185,254,105,"{""type"":""Point"",""coordinates"":[-149.89462515221882,62.138396092626174]}"
8562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.663633891336126,,,,-145.8569798759367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-145.8569798759367,57.663633891336126]}"
8563,2700,2700,2700,100.0,100.0,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,4500,57.32546019839835,0,0,0,-133.76615727328615,0,0,0,0,0,0,329831.34375,331601.9375,0,0,0,0,0,0,1,1,1,9255,372,15707,15707,15707,0,0,0,2648,6499,9548,10850,12388,13915,2156,253,895,2382,4387,5732,6221,105,0,0,0,15707,15707,15707,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,-12,19057,19062,-6,-2,0,0,0,0,0,0,11512,4953,0,0,0,"{""type"":""Point"",""coordinates"":[-133.76615727328615,57.32546019839835]}"
8564,2002,2184,1690,834.5695190429688,834.5695190429688,341,746,1066,423,605,6563,2508,5,43,61,586,24,419,93,2396,2691,3302,,1359,4,6,6,6,5,7686,63.252288214755886,213,-84,-3611,-145.629255596128,916,650,6833,8268,2834,3746,834.5695190429688,834.5695190429688,-279,-129,-3881,1250,1150,1333,5,5,5,6235,8117,13705,15573,14773,5046,5499,5310,1515,4040,7315,8457,11188,12194,804,316,1453,3666,5776,6851,7180,40,-85,-120,-1136,13944,15842,15104,154,-59,-2344,1086,2083,255,24,419,93,2622,2676,3001,1885,5247,4806,9671,1512,11592,4887,4887,305,348,4806,9680,1515,5927,5519,5974,7190,437,4220,4361,1368,"{""type"":""Point"",""coordinates"":[-145.629255596128,63.252288214755886]}"
8565,1734,1776,1923,1347.8446044921875,1347.8446044921875,-649,2928,-221,150,395,-21,2094,-214,261,-222,579,-286,320,-135,-2030,-1982,-3308,,748,5,6,5,6,6,5591,62.80553101914862,-312,152,-3989,-148.59519984808915,334,402,444,-7140,-2134,-2675,1347.8446044921875,1347.8446044921875,-496,145,-4455,724,719,740,5,5,4,3459,3270,14903,15807,15495,4584,6437,4937,1729,4581,8256,9651,12582,13765,973,168,944,2693,4866,6228,6671,23,-119,-1137,9,14700,15608,15164,-305,152,-3693,236,289,75,-286,320,-135,718,199,1294,84,3326,1335,1227,609,3125,6302,6302,-297,-708,1366,1268,624,5149,5326,3637,8605,174,1279,1424,442,"{""type"":""Point"",""coordinates"":[-148.59519984808915,62.80553101914862]}"
8566,2206,1805,2711,178.1770477294922,178.1770477294922,4970,4717,4044,1245,363,1371,230,1057,1090,766,139,759,1792,126,7906,2236,4780,,397,3,3,3,3,4,4213,68.74434578627941,-59,258,2086,-163.62827836974085,1254,700,3573,7427,2192,2687,191.31430053710938,233.71035766601562,-68,-78,-115,366,326,391,5,5,5,9789,9894,14932,15596,15255,8793,8876,7473,357,2692,7722,10121,14244,16292,0,0,143,1067,3075,4825,5655,0,-7519,-1532,-4552,15723,15819,15733,-59,258,2083,308,704,55,759,1792,126,94,135,173,1092,118,718,1644,165,3928,5630,5832,2336,1747,1045,2432,208,5817,5131,7416,7865,11,733,915,407,"{""type"":""Point"",""coordinates"":[-163.62827836974085,68.74434578627941]}"
8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.67798337435581,,,,-169.90375631312375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-169.90375631312375,52.67798337435581]}"
8568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2438742984245,,,,-136.0137702852695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-136.0137702852695,71.2438742984245]}"
8569,1542,1539,1496,312.6137390136719,312.6137390136719,1037,2087,-1031,-200,362,-2444,2403,151,336,-336,234,541,2268,-227,-2208,-14273,-14362,,857,5,5,5,6,7,4823,56.02495757828594,1792,830,428,-131.2696276664559,2970,1123,10381,-9383,-6647,-17020,312.6137390136719,317.6009826660156,-1377,69,-12397,767,721,846,3,5,4,5871,7937,13673,16421,15248,5334,5843,3339,2682,6390,8831,9786,10785,12251,2226,535,1215,3009,5189,6413,6793,310,63,-114,1703,13453,14994,13811,1554,720,417,905,1359,113,541,2268,-227,1752,1752,813,373,805,3563,6742,676,6808,4802,4816,-1190,-1196,3604,7113,714,4992,4544,5019,7105,96,9658,10723,6813,"{""type"":""Point"",""coordinates"":[-131.2696276664559,56.02495757828594]}"
8570,1513,1218,1482,559.138671875,559.138671875,5004,3040,696,3540,1083,7556,1771,933,1023,125,413,4970,8455,350,32000,-3356,4501,,1467,4,3,5,5,6,9380,62.36017027696503,3660,545,4205,-153.86952066508323,4778,1724,9345,-8913,-4689,-7711,559.138671875,559.138671875,2421,-94,2416,1309,1183,1414,5,5,5,7518,8759,10838,15875,14484,7758,8191,5314,1483,3837,6577,7522,9769,10700,900,509,1730,3981,5283,6364,6547,109,-734,-285,-705,14597,15540,14934,2675,445,1338,1634,2900,585,4970,8455,350,2573,2076,4695,2026,6431,5323,8259,2786,13039,3884,3884,3903,1247,7282,11819,2808,5471,5167,6808,6187,287,14494,12606,1988,"{""type"":""Point"",""coordinates"":[-153.86952066508323,62.36017027696503]}"
8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.214724095607856,,,,-152.51149447750558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-152.51149447750558,56.214724095607856]}"
8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.05312544291298,,,,-151.11975813303448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-151.11975813303448,57.05312544291298]}"
8573,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,54.23128739749843,,,,-168.19589294140775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-168.19589294140775,54.23128739749843]}"
8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.16809922964573,,,,-160.24149753644386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-160.24149753644386,54.16809922964573]}"
8575,1264,1151,1300,4746.48486328125,4746.48486328125,1298,2228,-911,90,118,-67,3,186,355,-24,3904,56,229,-1,460,-515,-371,,332,8,6,5,6,6,4648,66.65558124146729,63,6,182,-137.9111418632331,153,119,230,-3810,-569,-598,4702.3662109375,8428.056640625,1,5,-115,323,313,330,3,5,2,3735,6867,15604,15733,15690,5544,6102,4381,908,3376,8123,9998,14018,15131,0,3,294,1423,3506,5132,5875,0,-292,-368,240,15650,15682,15653,63,6,182,87,190,17,56,229,-1,178,184,160,126,1305,303,646,73,3112,9739,10326,-92,-137,308,686,73,5416,4918,5395,12062,57,13,36,3,"{""type"":""Point"",""coordinates"":[-137.9111418632331,66.65558124146729]}"
8576,2176,2051,421,940.9635009765625,940.9635009765625,1348,3001,-1121,4,14,-67,-67,273,852,-230,932,9,54,-2,53,-328,-255,,180,1,1,1,1,1,4475,66.88196287806836,36,14,43,-146.76658872332527,49,28,43,-3220,-451,-469,12484.470703125,136892.359375,-8,0,-67,179,178,180,1,1,1,479,5239,15664,15724,15704,4709,7804,4030,851,3313,8174,10132,14251,15493,0,1,243,1291,3327,4964,5723,0,-546,-1458,1476,15669,15691,15678,36,14,43,15,18,2,9,54,-2,4,5,26,23,66,34,63,12,1357,12055,14450,-157,-159,36,83,13,4411,4319,4780,11794,20,3,5,0,"{""type"":""Point"",""coordinates"":[-146.76658872332527,66.88196287806836]}"
8577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.56984801048379,,,,-132.95361959967184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-132.95361959967184,61.56984801048379]}"
8578,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,53.56037000620614,,,,-162.85375230064244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-162.85375230064244,53.56037000620614]}"
8579,3535,3373,3548,1542.799072265625,1542.799072265625,321,-1625,88,651,-29,1478,-2255,155,63,-96,1469,785,460,-139,4020,-9758,-7789,,700,9,6,5,5,6,2636,57.01970102731728,-805,-421,-199,-131.38204362558668,1064,536,7709,-8438,-5539,-12594,1542.799072265625,1542.799072265625,-1218,-988,-6430,574,501,667,3,3,5,262,5132,13877,16195,15370,5660,5341,4651,2489,6138,8734,9759,11052,12483,2071,0,0,959,2971,4470,5028,0,-134,9,-282,14279,15220,14591,-587,-371,-139,1255,1983,320,785,460,-139,2584,1659,2774,523,5839,5058,7248,1442,3592,6009,6009,-989,-1037,5119,7263,1449,6039,5519,6158,8312,496,9674,13647,2319,"{""type"":""Point"",""coordinates"":[-131.38204362558668,57.01970102731728]}"
8580,404,423,380,4281.693359375,4281.693359375,630,1388,298,84,92,134,-624,66,128,25,3403,37,143,4,494,50,107,,403,7,6,6,6,6,4351,68.25797398599639,-8,-13,-7,-141.24640184140125,84,92,139,669,71,71,4281.693359375,4281.693359375,-8,-13,-13,390,379,400,1,1,3,957,5478,15596,15705,15638,5453,5859,5061,476,2963,7785,10089,14165,15994,0,0,148,1051,3051,4792,5626,0,-141,-157,-218,15645,15710,15648,-8,-13,-7,132,244,34,37,143,4,343,335,352,282,2696,572,1119,159,3286,8821,8821,180,72,574,1128,159,5286,5032,6170,11127,233,4,19,0,"{""type"":""Point"",""coordinates"":[-141.24640184140125,68.25797398599639]}"
8581,1028,894,987,8371.1083984375,8371.1083984375,-3014,-3246,-944,-378,-216,-1465,-1079,-514,-666,-209,16616,-834,-2340,-120,-9090,-2543,-3962,,23,9,7,9,6,6,5245,59.73386182368361,-1185,-842,-1356,-139.3088936350064,-264,-98,-1275,-7643,-2496,-3203,8371.1083984375,8371.1083984375,-1298,-960,-1547,9,6,16,3,3,3,8662,668,15568,15835,15572,4220,3323,4463,2304,5771,9178,10606,12833,14271,1689,182,739,2029,4197,5540,6025,0,237,136,667,14658,15580,15176,-1141,-811,-1264,142,175,78,-834,-2340,-120,905,901,1238,56,16897,1622,3512,571,-32,8329,8329,-872,-575,1825,4220,584,3896,4570,2534,10633,781,956,1997,197,"{""type"":""Point"",""coordinates"":[-139.3088936350064,59.73386182368361]}"
8582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3591909431362,,,,-142.2883634471132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-142.2883634471132,70.3591909431362]}"
8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.88841283864879,,,,-167.9796552707975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-167.9796552707975,57.88841283864879]}"
8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.02293591972984,,,,-132.2172232609282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-132.2172232609282,60.02293591972984]}"
8585,2700,2700,2700,100.0,100.0,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1,1,4500,60.888711258611494,0,0,0,-150.9166773193721,0,0,0,0,0,0,1001414.0,1015237.9375,0,0,0,0,0,0,1,1,1,9670,164,15707,15707,15707,0,0,0,2149,5492,9148,10675,13268,14674,1454,103,603,1960,3992,5421,5999,19,0,0,0,15707,15707,15707,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,20167,20181,-2,-1,0,0,0,0,0,0,11512,4681,0,0,0,"{""type"":""Point"",""coordinates"":[-150.9166773193721,60.888711258611494]}"
8586,1348,1310,1326,5896.00244140625,5896.00244140625,-520,-819,135,-306,-147,-135,-257,-133,-248,-53,1555,-213,-772,-26,-1634,756,-422,,840,7,7,7,7,6,6103,68.1247596554068,-199,-289,-1151,-151.27345797030807,-130,-142,-130,1118,964,1764,5896.00244140625,5896.86083984375,-375,-294,-1156,810,799,832,3,3,3,6279,1860,15126,15670,15231,4469,4278,4995,510,2746,7432,9365,13297,14953,0,0,433,1725,4063,5532,6343,0,183,90,72,14962,15745,15189,-191,-278,-1093,298,413,81,-213,-772,-26,946,924,1058,284,18579,1600,3113,489,1881,7554,7554,-131,-3,1614,3207,489,3989,4133,3924,9857,1244,213,363,206,"{""type"":""Point"",""coordinates"":[-151.27345797030807,68.1247596554068]}"
8587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.68559709959602,,,,-138.72326385795694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-138.72326385795694,64.68559709959602]}"
8588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.241442933110946,,,,-152.59702189489337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-152.59702189489337,54.241442933110946]}"
8589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.25156760539937,,,,-169.61538981030452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-169.61538981030452,70.25156760539937]}"
8590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2403255000761,,,,-138.06958603475903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-138.06958603475903,53.2403255000761]}"
8591,3320,3510,3190,1029.990234375,1029.990234375,699,2601,589,624,1321,1574,124,28,385,30,632,88,1896,29,7123,703,1592,,1210,5,5,3,6,6,2636,59.29828931442236,-138,97,-967,-135.24350927407787,850,1401,1900,5139,936,984,1029.990234375,1029.990234375,-364,17,-1293,1151,1042,1190,3,5,3,6975,8487,14291,15672,15203,5245,6574,5425,2171,5385,8142,9139,11001,12295,1671,0,265,1458,3254,4762,5451,0,-200,-622,-424,15003,15743,15362,-120,91,-797,595,1678,196,88,1896,29,1729,1199,2035,1868,3983,3037,4917,963,10271,5584,5584,448,104,3039,5270,964,5064,5158,5370,7887,332,2733,6197,266,"{""type"":""Point"",""coordinates"":[-135.24350927407787,59.29828931442236]}"
8592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.79919626713453,,,,-145.62165749441363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-145.62165749441363,56.79919626713453]}"
8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.90261596369652,,,,-152.50755062324737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-152.50755062324737,55.90261596369652]}"
8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.71175860308336,,,,-146.88137044957327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-146.88137044957327,58.71175860308336]}"
8595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.093677298760355,,,,-164.9730052231286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-164.9730052231286,53.093677298760355]}"
8596,1807,1369,1765,239.0963897705078,239.0963897705078,-473,917,-484,-8,1,128,-105,-593,-26,-454,,-45,-2,-14,-836,-456,-520,13,,1,1,2,2,4,4525,60.03649743102312,-2,19,-533,-163.0387663942766,53,26,128,-4451,-743,-796,10743.7880859375,57056.640625,-63,-4,-533,2,2,3,1,1,4,4885,2557,15655,15730,15668,3152,6150,3955,2277,5706,9236,10719,13061,14498,1644,133,670,2055,4083,5493,6048,32,229,-93,-1607,15571,15685,15615,-2,19,-533,10,10,2,-45,-2,-14,20,9,45,12,32,76,88,31,-8,11263,12932,-164,-164,88,88,34,4714,3866,4345,9775,37,32,20,27,"{""type"":""Point"",""coordinates"":[-163.0387663942766,60.03649743102312]}"
